brand,model,fuel type,transmission,price,month,units_sold,year
BMW,X1,,,633884.5552,May-21,344,2021
Mahindra,Thar,,,1718614.79,Aug-25,507,2021
Mahindra,E Verito,Unknown,Unknown,909103.5137,"Aug, 2022",981,2019
Mercedes,E-Class,,,576256.5801,Oct-18,285,2023
Mahindra,XUV500,,,2703831.982,Mar-24,293,2020
Hyundai,Kona Electric,Unknown,Unknown,2411948.862,"Jan, 2024",800,2023
Maruti Suzuki,Invicto,Petrol,Automatic,2553941.104,"Oct, 2024",943,2018
Hyundai,Creta,,,1081830.572,Nov-23,229,2021
Kia,Carens,,,3135449.077,Sep-24,398,2020
Maruti,Brezza,,,1003572.369,Apr-25,933,2021
Maruti,Brezza,,,669181.7247,Dec-23,871,2018
Ford,EcoSport,,,2033972.933,Jan-19,291,2025
BMW,X1,,,810882.2296,May-18,287,2024
Tata,Altroz,,,1422680.355,May-22,684,2025
Tata,Punch,"CNG, Petrol","Manual, Automatic",584097.4796,"Aug, 2024",547,2019
Maruti,Swift,,,1563649.463,Aug-24,352,2018
Ford,EcoSport,,,1014262.059,Sep-23,458,2018
Toyota,Fortuner,,,3715207.565,Jul-23,53,2025
BMW,3 Series,,,3268077.007,Aug-23,598,2019
Mercedes,C-Class,,,1863281.937,Aug-21,180,2019
Mahindra,Thar,,,550347.0657,Aug-24,849,2018
Tata,Altroz,,,2892019.617,Apr-21,280,2024
Toyota,Fortuner,"Diesel, Petrol","Manual, Automatic",3342333.111,"Oct, 2024",903,2019
Mercedes,GLA,,,860435.1576,Apr-19,310,2024
Ford,Endeavour,,,3165729.327,Dec-22,738,2022
Maruti Suzuki,Dzire 2018-2023,"CNG, Petrol","Manual, Automatic",686028.4385,"Jul, 2024",142,2022
Kia,Seltos,,,1367085.915,Mar-23,861,2023
Tata,Altroz,Petrol + 2,"Manual, Automatic",664160.6663,"Aug, 2024",808,2023
Honda,Accord,,,3393759.084,Apr-21,338,2021
Maruti,Swift,,,2389025.547,Jun-19,192,2023
Honda,Civic,,,3547551.919,May-19,857,2022
Hyundai,i20,,,444188.6024,Sep-20,562,2022
Mahindra,Scorpio,,,2263090.036,Aug-21,722,2022
Honda,Accord,,,3288956.554,Apr-22,451,2018
Maruti,Brezza,,,3861258.233,Oct-22,524,2020
Hyundai,i20,,,447186.5809,Nov-21,524,2021
Mercedes,E-Class,,,2990805.927,May-23,802,2019
Hyundai,Alcazar 2021-2023,"Diesel, Petrol","Manual, Automatic",1684984.984,"Jul, 2024",966,2020
BMW,X1,,,781019.4344,May-18,124,2018
Honda,Accord,,,1753852.43,Jul-18,617,2025
Hyundai,i20,,,2924248.608,Jul-23,238,2022
Tata,Altroz,,,3892952.984,Oct-23,993,2024
Maruti,Brezza,,,3663387.405,Oct-25,636,2022
MG,Hector,"Diesel, Petrol","Manual, Automatic",1416766.889,"Dec, 2024",170,2019
Hyundai,i20,,,3343994.926,Apr-19,448,2018
Ford,EcoSport,,,2122161.704,Sep-19,896,2018
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1106298.817,"Nov, 2024",813,2019
Hyundai,i20,,,1112191.677,Dec-25,200,2021
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1088247.478,"Dec, 2023",616,2022
Toyota,Corolla,,,719067.5273,Aug-23,609,2020
Mahindra,Scorpio,,,1124173.764,May-18,467,2022
Toyota,Camry,,,678364.0819,May-20,333,2024
Toyota,Corolla,,,849863.0863,Jan-22,504,2019
BMW,X5,,,2307458.559,May-24,445,2024
Tata,Tiago,"CNG, Petrol","Manual, Automatic",481405.801,"Sep, 2024",726,2018
Maruti,Swift,,,3917380.371,Mar-22,750,2021
Tata,Nexon,,,2942959.895,Jul-24,133,2018
Nissan,Magnite 2020-2023,Petrol,"Manual, Automatic",601997.0797,"Sep, 2024",332,2021
Maruti Suzuki,Ertiga,"CNG, Petrol","Manual, Automatic",870598.6595,"Dec, 2024",630,2020
Tata,Nexon 2017-2023,"Diesel, Petrol","Manual, Automatic",785004.5122,"Aug, 2023",756,2018
Mahindra,Thar,,,3958182.955,Dec-18,185,2018
Mahindra,Scorpio,,,2765255.717,Jan-21,105,2023
BMW,3 Series,,,1587896.63,Oct-23,532,2025
Mercedes,GLA,,,2076849.134,Dec-23,649,2025
Mercedes,GLA,,,3835917.298,Feb-23,497,2025
Toyota,Camry,,,886123.2783,Apr-25,529,2021
Mercedes,GLA,,,1678382.469,Mar-25,884,2023
Tata,Harrier,,,2414239.739,Nov-21,393,2021
Ford,Figo,,,2309879.348,Mar-25,539,2018
Ford,EcoSport,,,3096816.026,Dec-22,95,2019
Toyota,Camry,,,1256600.592,Feb-22,309,2019
Toyota,Camry 2022-2023,Petrol,Automatic,4596575.346,"Oct, 2024",700,2022
Kia,Seltos,,,1342108.695,Apr-18,170,2020
Mercedes,GLA,,,2137341.533,Dec-23,531,2025
Maruti,Swift,,,2460618.303,Nov-21,73,2020
Kia,Carens,,,2926362.788,May-25,920,2020
Maruti,Baleno,,,1809036.23,Nov-24,261,2018
BMW,X5,,,3023103.915,Apr-25,681,2020
Ford,Figo,,,1072845.514,Sep-23,75,2023
Tata,Harrier,,,618544.2686,Aug-19,850,2022
Citroen,eC3,Unknown,Unknown,1179950.785,"Jul, 2024",793,2021
Mahindra,XUV400 EV,Unknown,Unknown,1550408.882,"Jul, 2024",901,2022
Mercedes,C-Class,,,1670832.164,Aug-24,704,2019
Ford,EcoSport,,,2099442.618,Oct-21,882,2019
Maruti Suzuki,Invicto,Petrol,Automatic,2502673.725,"Sep, 2024",320,2022
Toyota,Hilux,Diesel,"Manual, Automatic",3067029.127,"Dec, 2024",215,2019
Kia,Sonet,"Diesel, Petrol","Manual, Automatic",798521.6918,"Aug, 2024",142,2022
Kia,Sonet,,,3342832.791,Apr-21,346,2019
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",847916.7306,"Aug, 2024",827,2021
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1092802.219,"Nov, 2024",321,2020
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",785404.7696,"Feb, 2024",845,2023
Honda,CR-V,,,3468322.607,Oct-19,937,2024
Hyundai,i20,,,3925909.855,Jan-20,536,2024
Tata,Harrier,Diesel,"Manual, Automatic",1486737.827,"Aug, 2024",332,2018
Ford,Endeavour,,,876266.6016,Jun-20,307,2019
Ford,Figo,,,3235953.49,Nov-21,412,2020
Maruti,Baleno,,,1944623.402,May-21,776,2021
Mahindra,XUV500,,,1975232.175,Oct-18,133,2023
Maruti,Swift,,,2096613.551,Jun-22,549,2021
Maruti,Swift,,,2386522.527,Oct-20,941,2022
Tata,Punch,"CNG, Petrol","Manual, Automatic",622979.2651,"Sep, 2024",850,2021
Toyota,Camry,,,2663667.569,Sep-25,364,2024
Mercedes,C-Class,,,2223472.298,Mar-25,325,2021
Maruti,Brezza,,,833034.8867,Jul-23,116,2023
Hyundai,Creta,,,1722409.986,Aug-20,684,2023
Mahindra,XUV500,,,3649507.664,Feb-18,569,2022
Tata,Harrier,,,3956964.8,Apr-24,448,2022
BMW,3 Series,,,2634280.006,Dec-19,920,2025
Tata,Nexon,,,3353408.627,Aug-18,875,2021
Ford,Endeavour,,,1039449.232,Aug-18,686,2022
Toyota,Camry,,,2746275.962,Feb-22,328,2025
Tata,Altroz,,,3236300.316,Sep-22,373,2018
Mercedes,GLA,,,1354654.405,Jul-20,121,2023
Hyundai,Tucson,"Diesel, Petrol",Automatic,2921683.558,"Oct, 2024",778,2025
Ford,EcoSport,,,2159622.254,Apr-25,436,2024
Honda,CR-V,,,3710009.971,Aug-25,516,2022
Hyundai,Verna,Petrol,"Manual, Automatic",1109834.317,"Dec, 2024",956,2023
Maruti,Baleno,,,2447058.539,Dec-24,196,2024
Kia,Seltos,,,3582992.296,Sep-22,284,2018
Mahindra,Scorpio,,,1626005.465,May-25,886,2022
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",808592.8987,"Feb, 2024",776,2020
Ford,Endeavour,,,3402384.95,May-23,161,2024
BMW,X1,,,3670631.981,Nov-20,812,2024
Mahindra,Bolero,Diesel,Manual,976760.9069,"Nov, 2024",957,2019
Honda,CR-V,,,2391630.718,Apr-23,170,2019
Mahindra,Thar,,,476399.4825,Aug-18,557,2023
Toyota,Corolla,,,3148239.334,Oct-25,899,2019
Maruti,Swift,,,2463399.414,Nov-21,798,2022
Renault,KWID,Petrol,"Manual, Automatic",470408.8499,"Nov, 2024",398,2018
Toyota,Fortuner,,,3338094.249,May-19,983,2022
Hyundai,Creta,,,2063748.053,Dec-18,540,2021
Mahindra,XUV500,,,1216501.481,Oct-25,245,2023
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",778696.0375,"Sep, 2024",491,2022
Kia,EV6,Unknown,Unknown,6106783.221,"Nov, 2024",854,2025
Maruti,Brezza,,,2985832.162,Mar-20,773,2023
Toyota,Corolla,,,1320297.362,Nov-18,155,2019
Honda,CR-V,,,1735402.195,Dec-23,410,2022
BMW,X5,,,3019866.837,Apr-25,354,2024
Hyundai,i20,,,1919169.968,Jul-23,358,2022
Kia,Seltos,,,1286859.555,Apr-18,761,2022
Toyota,Corolla,,,1155854.907,Aug-25,612,2018
Maruti Suzuki,Alto K10,"CNG, Petrol","Manual, Automatic",389944.8185,"Sep, 2024",385,2019
Tata,Altroz,,,2078691.162,Jul-23,777,2022
Mahindra,Thar,,,1747159.598,Apr-24,925,2025
Honda,Civic,,,642898.6326,Mar-25,563,2018
Maruti Suzuki,S-Presso,"CNG, Petrol","Manual, Automatic",404991.0748,"Dec, 2024",783,2025
Honda,Civic,,,809983.4163,Mar-19,99,2025
Hyundai,Creta,,,2082016.76,Aug-22,935,2024
Volkswagen,Virtus,Petrol,"Manual, Automatic",1193744.728,"Oct, 2024",219,2019
Honda,Accord,,,2684427.733,Dec-20,812,2022
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",561450.7194,"Aug, 2024",597,2021
Mercedes,E-Class,,,2554002.147,Jun-21,636,2018
Maruti Suzuki,Jimny,Petrol,"Manual, Automatic",1283593.097,"Oct, 2024",560,2019
Mahindra,XUV500,,,776947.4085,Jun-24,114,2025
Tata,Altroz,,,884686.2072,Aug-18,781,2022
Mahindra,XUV500,,,1205591.404,Oct-25,866,2023
Maruti,Baleno,,,1798787.735,Nov-24,601,2020
BMW,X1,,,1836573.731,Dec-22,256,2019
Mahindra,Scorpio,,,1338295.392,Jul-20,855,2019
BMW,3 Series,,,3973151.613,Jun-22,989,2023
Maruti Suzuki,Baleno,"CNG, Petrol","Manual, Automatic",689628.0331,"Aug, 2024",553,2020
Nissan,Magnite 2020-2023,Petrol,"Manual, Automatic",605073.2498,"May, 2024",996,2025
Hyundai,i20,Petrol,"Manual, Automatic",675087.1158,"Nov, 2024",91,2023
Tata,Nexon,,,2661765.229,Jun-18,545,2020
BMW,X5,,,2299664.575,May-24,131,2025
Maruti,Brezza,,,1235123.492,Sep-22,712,2025
BMW,X5,,,3075898.186,May-24,302,2025
Maruti Suzuki,Baleno,"CNG, Petrol","Manual, Automatic",665577.8052,"Oct, 2024",570,2018
Mercedes,C-Class,,,2296237.982,Mar-23,579,2022
Hyundai,Alcazar 2021-2023,"Diesel, Petrol","Manual, Automatic",1694529.779,"Aug, 2024",390,2021
Toyota,Camry 2022-2023,Petrol,Automatic,4604606.333,"Nov, 2024",991,2019
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",862422.1551,"Nov, 2024",614,2021
Hyundai,Creta,,,2734864.531,Dec-21,557,2020
Mercedes,C-Class,,,2739819.507,Jul-19,670,2020
Kia,Seltos,,,2409816.844,Mar-19,855,2020
Honda,Accord,,,3327469.944,May-22,872,2025
Maruti,Brezza,,,716783.7256,Sep-24,496,2025
MG,ZS EV,Unknown,Unknown,1905821.143,"Aug, 2024",120,2019
Hyundai,Alcazar 2021-2023,"Diesel, Petrol","Manual, Automatic",1742906.266,"Jun, 2024",432,2018
Hyundai,Creta,,,2623837.387,Jan-20,60,2021
Kia,Sonet,,,907588.7177,Dec-22,720,2022
Mahindra,XUV500,,,1208297.333,Oct-25,969,2019
Kia,Carens,,,2419929.588,Sep-21,51,2019
Ford,Endeavour,,,829839.6455,Jun-20,414,2021
Honda,Civic,,,2275246.036,Apr-25,588,2018
Honda,Accord,,,2487355.731,Jul-18,457,2021
BMW,X5,,,1855710.11,Sep-21,475,2025
Citroen,eC3,Unknown,Unknown,1167807.521,"Oct, 2024",665,2021
Toyota,Camry,,,1060851.201,Jul-22,355,2019
BMW,X1,,,1153325.233,Jul-18,147,2023
Kia,Sonet,,,2730520.819,Apr-23,577,2020
Tata,Tiago,"CNG, Petrol","Manual, Automatic",497813.2018,"Sep, 2024",847,2019
Maruti,Brezza,,,3183340.84,Aug-21,617,2022
Mercedes,E-Class,,,3061884.71,Sep-22,69,2020
Toyota,Rumion,"CNG, Petrol","Manual, Automatic",1079878.754,"Aug, 2024",368,2023
Tata,Harrier,,,835040.3643,May-23,474,2019
Honda,Accord,,,2424099.786,Aug-22,337,2018
Maruti,Brezza,,,2386294.465,May-21,388,2022
Mercedes,GLA,,,3911461.56,Jun-25,234,2020
Hyundai,Grand i10 Nios,"CNG, Petrol","Manual, Automatic",609326.7629,"Dec, 2024",878,2018
Maruti,Swift,,,1894056.069,Dec-20,324,2018
MG,ZS EV,Unknown,Unknown,1900328.561,"Nov, 2024",592,2018
Mercedes,E-Class,,,1762322.066,May-21,282,2025
Jeep,Compass,Diesel,"Manual, Automatic",1895555.665,"Aug, 2024",826,2021
Skoda,Slavia,Petrol,"Manual, Automatic",1102477.558,"Nov, 2024",569,2019
Toyota,Camry,,,1365807.124,Jan-18,967,2023
Tata,Altroz,,,584721.0268,Aug-21,788,2020
Mercedes,E-Class,,,1266152.276,Oct-24,777,2025
Mercedes,C-Class,,,1388119.743,Dec-20,401,2022
Maruti,Brezza,,,1886479.736,Nov-18,157,2023
Mercedes,E-Class,,,3083106.611,Sep-19,917,2025
Honda,CR-V,,,2252912.917,Jun-21,954,2025
Honda,Accord,,,2762558.745,Dec-22,681,2021
Ford,Figo,,,3331472.238,Jun-21,452,2020
Mahindra,Scorpio,,,1334852.816,Jul-20,749,2021
Ford,Endeavour,,,3255981.717,Mar-20,681,2025
Mercedes,C-Class,,,1096896.074,Jan-19,876,2025
Citroen,eC3,Unknown,Unknown,1140178.533,"Nov, 2024",136,2021
Maruti Suzuki,Ignis,Petrol,"Manual, Automatic",597927.998,"Oct, 2024",560,2020
Maruti,Baleno,,,1028491.335,Dec-21,266,2018
Mercedes,GLA,,,1010962.018,Aug-24,395,2020
Maruti Suzuki,Ciaz,Petrol,"Manual, Automatic",945293.0299,"Oct, 2024",505,2022
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1046450.615,"Nov, 2023",396,2023
Kia,Sonet,,,3299229.441,Feb-25,995,2022
Volkswagen,Taigun,Petrol,"Manual, Automatic",1176395.44,"Nov, 2024",733,2021
Maruti Suzuki,Ciaz,Petrol,"Manual, Automatic",923713.4184,"Sep, 2024",351,2022
Tata,Altroz,,,2901285.966,Jul-20,611,2023
Mercedes,C-Class,,,627081.4659,Aug-22,252,2019
Kia,Carens,,,2541992.874,Oct-22,858,2022
Toyota,Corolla,,,2217508.787,May-20,552,2024
Toyota,Fortuner,,,2523113.468,May-24,587,2018
Toyota,Fortuner,,,3068377.063,Jan-24,978,2020
Maruti,Brezza,,,2618982.268,Oct-21,531,2018
Toyota,Camry,,,728841.1158,Aug-20,582,2025
Volkswagen,Virtus,Petrol,"Manual, Automatic",1164606.604,"Sep, 2024",666,2020
Ford,EcoSport,,,3379517.688,Aug-24,792,2024
Hyundai,i10,,,3215119.784,Jan-23,923,2025
Skoda,Kushaq,Petrol,"Manual, Automatic",1067486.502,"Dec, 2024",693,2020
Mercedes,E-Class,,,3151627.624,Nov-19,760,2023
Toyota,Camry 2022-2023,Petrol,Automatic,4629785.823,"Sep, 2024",719,2018
Mercedes,E-Class,,,2966442.978,Aug-23,396,2020
Honda,Accord,,,1339921.129,May-19,424,2019
Citroen,Basalt,Petrol,"Manual, Automatic",778726.3999,"Aug, 2024",528,2024
Mercedes,C-Class,,,3575696.584,Jan-20,536,2024
Honda,CR-V,,,516219.3247,Nov-23,815,2019
BMW,3 Series,,,2562103.217,Feb-25,867,2019
BMW,3 Series,,,2885933.885,May-20,424,2023
Ford,Endeavour,,,2129973.754,Jan-21,524,2021
Mercedes,C-Class,,,3979829.701,Apr-25,661,2025
Kia,Carnival,Diesel,Automatic,6397783.103,"Oct, 2024",265,2019
Honda,CR-V,,,1719623.24,Feb-25,515,2020
Tata,Altroz,,,2855178.528,Apr-21,344,2022
Honda,Civic,,,1380699.164,Feb-24,95,2023
Hyundai,Creta,,,488322.9007,Apr-22,580,2020
Tata,Nexon,,,2755352.179,Oct-21,406,2020
Mahindra,XUV400 EV,Unknown,Unknown,1570661.564,"Dec, 2024",923,2019
Hyundai,Exter,"CNG, Petrol","Manual, Automatic",617519.2155,"Aug, 2024",207,2022
Mercedes,E-Class,,,2947637.68,May-23,862,2025
Mahindra,Thar,,,1526154.244,Aug-25,691,2022
Tata,Altroz,,,992229.692,Jun-25,123,2023
BMW,X5,,,2828127.797,Jun-24,124,2023
BMW,3 Series,,,3329387.009,May-23,369,2018
Toyota,Corolla,,,1761179.389,May-18,831,2019
BMW,X1,,,3916644.997,Mar-22,710,2021
BMW,X5,,,2429807.596,Aug-22,394,2020
Honda,Civic,,,1308392.837,Sep-23,128,2022
BMW,X5,,,1868760.263,Oct-18,574,2022
Mercedes,E-Class,,,1885880.613,Jul-23,592,2024
Maruti,Baleno,,,3147015.405,Mar-19,153,2024
Tata,Harrier,,,2333068.427,Feb-19,537,2023
Hyundai,i20,,,568494.8601,Aug-19,748,2022
Skoda,Kushaq,Petrol,"Manual, Automatic",1073721.076,"Nov, 2024",341,2022
Mahindra,Thar,,,1674679.663,Aug-25,763,2024
Kia,Carens,,,940133.9463,Dec-22,558,2020
Maruti,Brezza,,,1167635.573,Sep-22,755,2021
Jeep,Meridian,Diesel,"Manual, Automatic",2493434.082,"Oct, 2024",614,2019
Toyota,Corolla,,,2922841.402,Jun-20,904,2024
BMW,3 Series,,,3799922.441,Sep-24,928,2021
Kia,Carnival,Diesel,Automatic,6350061.587,"Nov, 2024",887,2021
Tata,Harrier,,,1234189.906,Nov-21,444,2021
Maruti,Swift,,,3216131.906,May-18,950,2025
Ford,EcoSport,,,3646063.879,Feb-24,51,2023
Honda,Accord,,,544149.3436,May-23,597,2024
Maruti,Baleno,,,1820416.842,Nov-25,533,2020
Hyundai,Kona Electric,Unknown,Unknown,2407436.846,"Mar, 2024",123,2018
Maruti,Swift,,,2980587.976,Sep-24,415,2025
BMW,3 Series,,,3327617.137,Mar-18,576,2025
Kia,Sonet,,,3535568.221,Jun-19,121,2019
Mahindra,Scorpio,,,3791094.3,Sep-22,612,2023
Honda,Accord,,,2603188.163,Sep-19,130,2019
Tata,Harrier,,,2988534.634,Jan-20,799,2019
Mercedes,E-Class,,,1235918.065,Oct-24,464,2020
Ford,Figo,,,614124.9002,Jan-18,140,2020
Hyundai,Grand i10 Nios,"CNG, Petrol","Manual, Automatic",564358.9657,"Sep, 2024",978,2018
Mercedes,E-Class,,,1592345.819,Nov-18,562,2020
Kia,Seltos,,,1650654.478,Jan-25,467,2022
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",721523.0398,"Sep, 2024",518,2024
Tata,Nexon,,,3792026.913,Oct-23,224,2018
Maruti,Swift,,,2992247.605,Sep-24,763,2019
Toyota,Camry,,,1253125.028,Aug-20,406,2022
Maruti,Brezza,,,447659.4521,Aug-19,508,2022
Maruti,Swift,,,3796271.704,May-19,779,2024
Kia,Sonet,,,2126778.629,Apr-20,768,2018
Mercedes,GLA,,,1644623.532,Mar-25,494,2024
Honda,CR-V,,,2144088.265,Feb-21,415,2025
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",816299.4917,"Feb, 2024",426,2022
Tata,Altroz,,,3584055.519,Aug-20,947,2019
Renault,Kiger,Petrol,"Manual, Automatic",582261.3369,"Nov, 2024",289,2024
Skoda,Superb,Petrol,Automatic,5412055.673,"Oct, 2024",968,2025
Honda,Accord,,,2152037.37,Mar-20,756,2021
Honda,Accord,,,3525704.803,Dec-24,225,2019
Maruti,Brezza,,,1650729.448,Feb-23,755,2024
Honda,Civic,,,3434351.671,Feb-23,751,2025
Hyundai,i10,,,2094726.869,May-23,718,2020
Tata,Altroz,,,3247485.083,Sep-22,474,2019
Tata,Harrier,,,3014412.513,Jan-19,821,2021
Honda,Accord,,,3812878.904,Jun-22,467,2022
Hyundai,i10,,,659739.5846,Jun-21,549,2024
Citroen,eC3,Unknown,Unknown,1189363.363,"Nov, 2024",340,2024
Mahindra,Thar,"Diesel, Petrol","Manual, Automatic",1113776.039,"Dec, 2024",363,2018
Toyota,Fortuner,,,1167204.417,Dec-21,279,2022
Toyota,Corolla,,,1116610.782,Aug-25,732,2023
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",526615.4295,"Dec, 2024",909,2020
Mercedes,E-Class,,,3098720.142,Nov-19,233,2025
Tata,Nexon,Petrol + 2,"Manual, Automatic",809907.3462,"Dec, 2024",645,2023
Mercedes,E-Class,,,1917162.97,Jul-23,346,2019
BMW,3 Series,,,2900478.951,Oct-20,617,2025
Toyota,Camry,,,3104331.713,Jun-20,635,2018
Honda,CR-V,,,3482317.309,Oct-19,830,2022
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",826652.1874,"Nov, 2024",401,2020
Tata,Harrier,,,1945869.878,Jul-22,734,2018
Mercedes,E-Class,,,806555.502,Jun-19,712,2023
Kia,Sonet,,,1264829.417,Aug-24,824,2024
Hyundai,Creta,,,350302.5565,Nov-19,946,2019
Jeep,Compass,Diesel,"Manual, Automatic",1914921.246,"Aug, 2024",343,2024
BMW,3 Series,,,1598745.032,Oct-23,289,2022
Honda,Amaze 2022-2023,Petrol,"Manual, Automatic",703383.4647,"Jul, 2024",912,2018
Ford,Endeavour,,,3156931.682,Dec-22,201,2025
Hyundai,Creta,,,895682.8906,Feb-24,951,2025
Kia,Carens,,,917214.5525,Apr-18,613,2020
Hyundai,i10,,,2911265.468,May-18,716,2021
Hyundai,i10,,,3116065.69,Jan-25,868,2025
Mercedes,C-Class,,,712830.1667,Mar-20,714,2019
Kia,Carens,,,1111290.804,Dec-22,319,2018
BMW,3 Series,,,796376.7595,Dec-20,181,2018
Mercedes,GLA,,,1906078.548,May-20,651,2020
Maruti,Baleno,,,579488.8805,Oct-20,660,2020
BMW,3 Series,,,1821152.353,Nov-23,594,2023
BMW,X5,,,3000568.502,Aug-23,618,2018
Hyundai,i20,Petrol,"Manual, Automatic",698386.735,"Nov, 2024",797,2022
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",567468.9117,"Nov, 2024",633,2020
Honda,Civic,,,1232611.041,Sep-22,275,2024
Hyundai,Aura,"CNG, Petrol","Manual, Automatic",640630.1489,"Nov, 2024",662,2024
Kia,Carens,,,2962515.953,May-25,687,2020
BMW,X1,,,3690575.308,May-24,632,2018
Kia,Carens,,,2578231.215,Oct-22,864,2020
Maruti,Swift,,,2709268.735,Mar-18,731,2020
Mahindra,Thar,,,1904938.554,Mar-24,964,2019
BMW,3 Series,,,3426524.263,Sep-21,967,2018
Mercedes,GLA,,,1328982.625,Jun-20,743,2018
Citroen,C5 Aircross,Diesel,Automatic,3690399.967,"Oct, 2024",253,2022
Hyundai,i20,,,1964226.933,Sep-18,832,2021
Jeep,Compass,Diesel,"Manual, Automatic",1887353.022,"Oct, 2024",151,2020
Mercedes,C-Class,,,3572862.101,Jan-20,186,2024
Mahindra,Thar,,,1378099.138,May-25,303,2023
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",811353.7278,"Feb, 2024",430,2023
Skoda,Kushaq,Petrol,"Manual, Automatic",1090326.932,"Oct, 2024",316,2022
Mercedes,C-Class,,,1031674.615,Aug-19,60,2023
Kia,Carens,,,2033820.274,Jun-24,868,2018
BMW,X1,,,1262114.25,Jul-25,237,2018
Hyundai,Creta,,,2415072.12,Nov-24,793,2022
Toyota,Corolla,,,3780586.822,Aug-24,758,2020
Citroen,Aircross,Petrol,"Manual, Automatic",858360.9456,"Nov, 2024",680,2019
Maruti,Brezza,,,3698061.197,Oct-25,92,2025
Toyota,Corolla,,,1335401.575,Nov-18,923,2024
Honda,Amaze 2022-2023,Petrol,"Manual, Automatic",699590.4114,"Jul, 2024",397,2023
Mahindra,XUV500,,,833769.3912,Dec-18,192,2024
Ford,Figo,,,2296927.852,Mar-25,651,2023
Ford,Figo,,,2208608.89,Mar-19,614,2022
Maruti,Baleno,,,1897736.097,Jul-20,306,2020
MG,Windsor EV,Unknown,Automatic,1452881.252,"Nov, 2024",464,2023
Mahindra,Scorpio,,,1180014.121,Apr-19,62,2021
Toyota,Corolla,,,529749.3225,Jan-24,520,2018
Mahindra,Scorpio,,,2594081.36,Aug-21,526,2018
Mahindra,XUV500,,,2437478.636,Dec-22,977,2021
BMW,3 Series,,,3247681.381,Jul-22,314,2020
Ford,EcoSport,,,3832072.858,Aug-20,251,2025
Toyota,Corolla,,,561874.571,Aug-25,855,2023
Mercedes,GLA,,,888724.1697,Jul-24,923,2023
Maruti Suzuki,XL6,"CNG, Petrol","Manual, Automatic",1142927.71,"Dec, 2024",74,2022
Toyota,Corolla,,,1142477.417,Aug-25,598,2019
Kia,Sonet,,,536277.9225,Nov-21,634,2025
Maruti,Brezza,,,2604020.053,Feb-18,734,2022
Tata,Altroz,,,3244812.139,Sep-22,60,2020
Mahindra,Scorpio,,,1896272.451,Jul-21,769,2023
Mercedes,C-Class,,,3966327.26,Apr-25,280,2025
Skoda,Superb,Petrol,Automatic,5409078.886,"Aug, 2024",561,2019
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,556733.7043,"Dec, 2024",566,2023
Maruti,Brezza,,,841785.9158,Jul-23,591,2024
Mercedes,GLA,,,1872466.013,Mar-23,544,2023
Maruti,Baleno,,,1975129.525,Aug-24,418,2024
Maruti Suzuki,Celerio,"CNG, Petrol","Manual, Automatic",545257.8854,"Sep, 2024",171,2021
Ford,Figo,,,2063422.615,Mar-25,68,2021
BMW,X1,,,1784006.195,Sep-22,984,2025
Mahindra,Scorpio,,,1709845.842,Jun-21,77,2022
Mahindra,XUV500,,,2333652.016,Jan-24,305,2018
MG,Astor,Petrol,"Manual, Automatic",1007034.773,"Sep, 2024",966,2020
Ford,EcoSport,,,3218610.445,Jul-23,116,2024
Honda,Accord,,,3518355.485,Dec-24,638,2021
Maruti,Baleno,,,858842.7671,Dec-24,66,2023
Mercedes,GLA,,,1334516.931,Jun-20,258,2019
Mercedes,C-Class,,,2154299.146,Dec-18,922,2019
Tata,Harrier,,,2326082.264,Mar-18,316,2021
Citroen,eC3,Unknown,Unknown,1190213.424,"Jul, 2024",432,2020
Renault,KWID,Petrol,"Manual, Automatic",454429.3994,"Nov, 2024",412,2022
Ford,EcoSport,,,3930303.975,Sep-24,734,2023
Toyota,Corolla,,,1747650.005,May-18,311,2025
Tata,Harrier,,,2601280.232,Mar-22,837,2018
Kia,Sonet,,,2511934.386,Jun-19,807,2025
BMW,X1,,,726882.555,May-21,565,2018
Ford,Endeavour,,,2246419.056,May-22,811,2020
Mahindra,XUV700,"Diesel, Petrol","Manual, Automatic",1374876.15,"Dec, 2024",260,2021
Maruti,Baleno,,,605465.2501,Sep-20,898,2018
Nissan,X-Trail,Petrol,Automatic,5011654.219,"Oct, 2024",99,2019
